query	hit_pdb	hit_chain	hit_cosine	hit_euclid
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2D31	A	0.579498	42.142615
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3PQZ	C	0.579572	10.862780
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2GJA	A	0.579751	18.574176
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2UZS	A	0.580151	17.944358
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3ES6	A	0.580553	38.301436
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2LAS	A	0.580686	9.643651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1MAI	A	0.580686	12.165525
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1X6E	A	0.580686	9.643651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2AUG	B	0.580769	11.532563
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1MK1	A	0.580933	20.591260
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2KMK	A	0.581117	15.394804
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2DVY	E	0.581409	28.495614
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3HIE	D	0.581619	19.974984
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3HIE	A	0.581754	23.259407
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1IGD	A	0.581879	9.055385
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1MI0	A	0.581879	9.055385
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3PSK	C	0.582157	22.627417
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1FV1	A	0.582418	23.958297
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2WBJ	A	0.582447	23.302360
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3RMP	C	0.582523	10.954451
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3EQQ	A	0.582744	37.854986
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2Y5W	A	0.582776	41.170378
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1ZAG	A	0.583402	37.255872
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1VCD	A	0.583975	14.866069
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2W2W	L	0.583975	11.000000
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3ZRF	D	0.583975	11.000000
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2DVY	F	0.584284	27.386128
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3PSK	B	0.584500	26.076810
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2ZNB	A	0.584504	26.739484
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3ZTC	D	0.584693	11.661904
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2WW5	A	0.584724	47.370877
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3I7V	A	0.584900	17.521415
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1T0N	D	0.585103	42.083251
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1ZAG	B	0.585165	38.091994
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3T0Q	A	0.585232	45.431267
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3K0T	C	0.585590	14.933185
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1USO	A	0.585733	16.248077
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2RML	A	0.585757	18.220867
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2R6U	B	0.585789	13.638182
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	4EY0	D	0.585809	24.839485
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1JAJ	A	0.586040	18.894444
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2IGD	A	0.586040	9.165151
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1WX4	B	0.586192	9.797959
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	1WX5	B	0.586192	9.797959
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2RPV	A	0.586192	9.797959
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	3QDE	A	0.586272	89.738509
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	2WBE	C	0.586528	41.569219
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kjxA.fmap	4D8P	A	0.586534	23.558438
query	hit_pdb	hit_chain	hit_cosine	hit_euclid
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3V26	E	0.364949	16.186414
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3V28	E	0.366394	16.248077
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2B39	B	0.367369	172.713636
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2B39	A	0.369802	172.806250
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OHY	E	0.370670	16.431677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OI0	E	0.370670	16.431677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3UYF	H	0.372776	16.522712
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2HGI	H	0.373054	16.431677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3FIC	E	0.374461	16.492423
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2J00	E	0.374461	16.492423
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2J02	E	0.374461	16.492423
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3I8H	H	0.374690	17.233688
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2ZKQ	e	0.374831	17.029386
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3V2E	E	0.375564	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3V2C	E	0.376905	16.911535
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3UZ4	H	0.377573	16.941074
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3KNJ	E	0.378969	16.792856
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3UZI	H	0.379313	16.703293
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3TVF	H	0.380221	17.058722
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3DF1	E	0.380251	16.431677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3DF3	E	0.380251	16.431677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	4DR7	E	0.380614	16.970563
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3N89	A	0.380854	34.799425
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	1I96	E	0.381323	17.320508
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2Y0W	E	0.381939	17.029386
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2Y0U	E	0.381939	17.029386
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3PYS	E	0.381961	17.349352
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3PYU	E	0.381961	17.349352
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3SFS	E	0.382405	17.262677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	1E28	A	0.383485	37.255872
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3KNH	E	0.383485	17.204651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2UXD	E	0.383688	17.320508
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3UZM	H	0.383759	16.583124
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	1I95	E	0.383864	17.435596
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OFY	E	0.384962	17.378147
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3UZ3	H	0.384983	17.058722
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OFB	E	0.385108	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3UYD	H	0.385215	17.175564
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3D5A	E	0.385597	17.406895
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3D5C	E	0.385597	17.406895
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2X9T	E	0.385863	17.204651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3J25	A	0.386014	67.126746
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3KNL	E	0.386500	16.492423
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2Y12	E	0.386949	17.146428
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3QEQ	A	0.387087	37.934153
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3KIS	e	0.387155	17.262677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3KIQ	e	0.387155	17.262677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	4GD1	E	0.387512	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3J18	E	0.387512	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2XWJ	H	0.387546	106.541072
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3G6J	D	0.387657	106.042444
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OI4	E	0.388249	17.204651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OI2	E	0.388249	17.204651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2VQF	E	0.388249	17.204651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2XWB	D	0.388433	106.456564
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3E57	A	0.388438	17.320508
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2WDH	E	0.388602	17.435596
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2WDG	E	0.388602	17.435596
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2XWJ	D	0.388919	107.466274
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	1E64	A	0.388993	24.103942
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	4DH9	E	0.389113	17.029386
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	1N33	E	0.389341	17.146428
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2X4T	A	0.389860	36.523965
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3HUY	E	0.389925	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OGE	E	0.389925	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OGY	E	0.389925	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2Y10	E	0.389925	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2Y18	E	0.389925	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2WIN	B	0.390176	106.672396
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2XWJ	F	0.390179	107.326604
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3O3A	A	0.390507	37.589892
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OHC	E	0.390642	17.204651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OHD	E	0.390642	17.204651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2VQE	E	0.390825	17.320508
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2X9R	E	0.390825	17.320508
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2XWJ	B	0.391103	106.202637
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3OAR	E	0.391112	17.549929
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	1VS5	E	0.391112	17.549929
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2WIN	D	0.391255	107.018690
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3UXS	E	0.391520	17.029386
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3PYN	E	0.391612	17.464249
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3MR8	E	0.391735	17.578396
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3MS0	E	0.391735	17.578396
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3E57	B	0.391834	17.691806
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	4DR2	E	0.391934	17.262677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2F4V	E	0.391934	17.262677
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2ICF	B	0.392029	101.798821
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2HGP	H	0.392052	16.733201
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2QOY	E	0.392345	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2QP0	E	0.392345	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2X4S	A	0.392458	37.881394
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2XWB	B	0.392707	106.915855
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3TVG	H	0.392735	17.406895
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	2GYB	E	0.392838	17.088007
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-11-11-1/2kxyA.fmap	3PYQ	E	0.392868	17.521415
