query	hit_pdb	hit_chain	hit_cosine	hit_euclid
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1GVM	F	0.472443	18.083141
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1GVM	B	0.473398	17.888544
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2JN0	A	0.473422	10.816654
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1GVM	A	0.473935	17.204651
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3DSP	A	0.474492	11.357817
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2B5K	A	0.474593	11.401754
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3CW1	U	0.474807	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3CW1	T	0.474807	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3CW1	S	0.474807	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1GVM	E	0.476483	16.852300
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2Y9B	D	0.477552	11.789826
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2Y9D	I	0.477711	11.916375
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1GVM	C	0.479080	17.435596
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3CW1	D	0.479129	11.704700
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2FKJ	A	0.479300	53.084838
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2HKD	A	0.481040	42.213742
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	A	0.481511	11.532563
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	I	0.481511	11.532563
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1Z4S	A	0.484783	16.401219
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2C6W	A	0.485208	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2C5W	A	0.485208	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2I32	F	0.485208	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2ZC5	A	0.485208	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2ZC6	A	0.485208	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2ZC6	C	0.485208	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2ZC5	C	0.485208	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1Z4S	B	0.486232	16.462078
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	G	0.487128	11.532563
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1B34	A	0.487464	11.874342
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1Z4S	C	0.487669	16.522712
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	H	0.487728	11.445523
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	C	0.487728	11.445523
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3EEX	A	0.487739	42.461747
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2FKG	A	0.489124	42.755117
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1Z4S	D	0.489802	16.613248
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2FKJ	B	0.492157	52.134442
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	B	0.492775	11.532563
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2FKJ	C	0.492934	52.839379
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2OY8	A	0.493316	43.197222
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3EEX	B	0.494294	43.301270
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2Y9A	R	0.496190	12.124356
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3EC5	A	0.496761	41.749251
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2I5V	O	0.497489	29.461840
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	E	0.497676	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	L	0.497676	11.618950
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2AF5	A	0.497738	38.379682
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3AZC	A	0.497835	15.132746
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	K	0.499395	11.874342
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2Y9C	R	0.499909	12.206556
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2K0Q	A	0.500535	11.958261
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3CW1	B	0.501503	11.916375
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3CW1	E	0.501784	11.747340
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	J	0.502438	11.704700
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	M	0.503584	11.958261
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3HXJ	D	0.506239	40.286474
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3HFO	A	0.506764	11.575837
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1JRI	H	0.506764	11.575837
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	F	0.507670	12.041595
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1ICF	J	0.508583	11.313708
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3HXJ	C	0.508941	40.099875
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2Y9A	N	0.509858	11.445523
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3HXJ	A	0.509917	40.199502
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	3CKA	A	0.510898	42.473521
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2KM0	A	0.512832	11.958261
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	2Y9D	R	0.512967	12.288206
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1YN8	B	0.514952	11.269428
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1ICF	I	0.515007	11.401754
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1TH7	D	0.515949	11.958261
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	1JSG	A	0.517000	15.297059
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kjxA.fmap	4BD3	A	0.517026	11.357817
query	hit_pdb	hit_chain	hit_cosine	hit_euclid
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2LV8	A	0.333170	24.392622
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2PJU	A	0.337390	27.495454
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	C	0.338338	26.907248
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	I	0.340808	27.018512
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3EIQ	D	0.341121	37.229021
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	D	0.341661	27.092434
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	F	0.341991	27.459060
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	H	0.342165	27.166155
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	B	0.342254	27.129320
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	L	0.342254	27.129320
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	K	0.342845	27.166155
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3VCD	A	0.343140	27.184554
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3PAC	A	0.343273	27.129320
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	A	0.343338	27.568098
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	G	0.343435	27.202941
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3VCD	H	0.343696	27.092434
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	J	0.344094	26.870058
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3VCD	C	0.344293	27.129320
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	4DDF	E	0.345194	27.313001
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3VCD	D	0.345227	26.758176
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2PJU	B	0.345660	28.160256
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3VCD	G	0.346675	27.129320
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2JZX	A	0.346954	25.826343
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3VCD	F	0.347876	27.202941
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3VCD	E	0.348137	27.367864
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3VCD	B	0.348597	26.495283
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2PJU	C	0.351022	28.948230
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3STA	N	0.352998	28.757608
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2ZU6	A	0.353797	30.789609
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3RE1	B	0.353892	27.640550
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3ERJ	B	0.354087	24.617067
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1YB4	A	0.355175	37.986840
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2IBO	B	0.355523	25.059928
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3IC5	B	0.355971	24.899799
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1TYF	A	0.356140	29.257478
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1TYF	I	0.356140	29.257478
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3GFH	A	0.356616	29.715316
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2IBO	D	0.357453	25.099801
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2YYT	B	0.357609	27.129320
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3I82	A	0.357633	29.681644
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2YYT	D	0.358295	27.129320
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1YB4	B	0.358606	38.223030
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2FZS	E	0.358723	29.546573
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3MT6	K	0.359283	27.604347
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1T5I	A	0.359378	25.534291
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2YYT	C	0.359553	27.202941
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2YYT	A	0.359612	27.166155
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1CMI	B	0.359699	24.859606
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1TYF	B	0.359801	29.359837
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2F3R	B	0.360198	26.683328
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2PJU	D	0.360240	31.000000
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3EZ4	D	0.360573	29.949958
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2LTA	A	0.360632	24.879711
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2P5M	A	0.361045	25.475478
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1CMI	A	0.361178	24.899799
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3GFH	B	0.361236	29.916551
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1TYF	F	0.362094	29.495762
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3EIQ	A	0.362346	39.127995
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1TYF	E	0.362358	29.461840
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2VT3	A	0.362543	26.720778
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2IVY	A	0.363242	25.219040
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3EZ4	B	0.363668	30.149627
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1TYF	K	0.363690	29.529646
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3MPW	L	0.363860	25.000000
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1VPX	Q	0.364246	30.331502
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3O0T	B	0.364255	26.814175
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2KPO	A	0.364409	25.436195
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3PDU	G	0.364488	48.414874
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3DN9	E	0.364899	25.159491
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3DN9	C	0.364899	25.159491
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1YG6	J	0.365529	29.580399
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1B4A	D	0.365896	25.436195
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1YG6	B	0.365932	29.849623
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2H9A	A	0.365938	45.563143
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2I9P	C	0.366008	45.243784
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3IPR	B	0.366133	26.664583
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3PDU	F	0.366366	44.877611
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3PDU	B	0.366368	42.225585
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	2WBT	B	0.366437	25.258662
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3EZ4	C	0.366454	30.133038
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3MT6	L	0.366541	29.866369
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1VGV	D	0.366543	37.802116
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3MPW	H	0.366592	25.000000
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3FJG	A	0.366732	25.690465
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3G1Y	A	0.366840	26.702060
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3MT6	E	0.366862	29.916551
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1VPD	A	0.367022	31.144823
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3ENC	B	0.367127	25.159491
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1TYF	G	0.367202	29.832868
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3IPR	F	0.367298	26.172505
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1YG6	M	0.367434	29.715316
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	1WP4	C	0.367436	46.733286
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3G1Y	B	0.367453	26.664583
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3U27	F	0.367687	27.313001
data/experiments/hhfrag-bow/tmp/map/nr20-pdb-select25-hhsearch-40-50-10/2kxyA.fmap	3MT6	b	0.367711	29.681644
