query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
2KXY	A	3DDR	A	0.148993	112.938036
2KXY	A	3DDR	B	0.149522	113.026546
2KXY	A	3V8X	A	0.149583	132.170345
2KXY	A	3CSN	A	0.152823	112.734201
2KXY	A	3CSN	B	0.153461	113.053085
2KXY	A	3CSL	A	0.153561	113.705761
2KXY	A	3CSL	B	0.153561	113.705761
2KXY	A	3V89	A	0.154296	127.196698
2KXY	A	1W0S	A	0.155767	60.049979
2KXY	A	1W0S	B	0.155767	60.049979
2KXY	A	1W0S	C	0.155767	60.049979
2KXY	A	2XGF	A	0.157810	39.064050
2KXY	A	2XGF	C	0.160570	36.932371
2KXY	A	2XGF	B	0.160912	38.000000
2KXY	A	1W0R	A	0.161442	58.889727
2KXY	A	1W0R	B	0.161442	58.889727
2KXY	A	1H6E	A	0.161967	23.302360
2KXY	A	2B4H	B	0.162037	27.784888
2KXY	A	3H85	A	0.162287	25.514702
2KXY	A	2F6A	C	0.167510	27.147744
2KXY	A	2F6A	A	0.169661	26.888659
2KXY	A	2ZTB	A	0.169941	32.878564
2KXY	A	2K8P	A	0.171250	42.438190
2KXY	A	1SUJ	A	0.171367	36.891733
2KXY	A	1BY5	A	0.171699	109.393784
2KXY	A	1PVL	A	0.172604	31.622777
2KXY	A	1BY3	A	0.172724	110.648091
2KXY	A	2ZTB	B	0.173100	33.256578
2KXY	A	2PR9	A	0.173399	26.532998
2KXY	A	1BW8	A	0.173480	25.455844
2KXY	A	2F6A	B	0.173783	26.627054
2KXY	A	1QFG	A	0.174328	111.063045
2KXY	A	1AYR	C	0.174574	36.166283
2KXY	A	2MPR	C	0.174590	56.062465
2KXY	A	1BXX	A	0.175700	25.806976
2KXY	A	1QKC	A	0.176018	112.654339
2KXY	A	2GRX	A	0.176075	110.923397
2KXY	A	3FHH	A	0.176226	98.767404
2KXY	A	2GRX	B	0.176382	110.322255
2KXY	A	4FRW	C	0.177196	20.074860
2KXY	A	2MPR	A	0.177692	54.945427
2KXY	A	3DWO	X	0.177795	74.215901
2KXY	A	3PGU	A	0.177831	58.051701
2KXY	A	2BP5	M	0.177992	25.553865
2KXY	A	3J26	M	0.178588	40.447497
2KXY	A	3PGS	B	0.178630	61.163715
2KXY	A	1QJQ	A	0.178650	110.049989
2KXY	A	4FQP	A	0.179226	31.208973
2KXY	A	1FCP	A	0.179279	111.539231
2KXY	A	3QLB	B	0.179380	115.853356
2KXY	A	3RBH	D	0.179530	47.233463
2KXY	A	3J26	F	0.179719	40.472213
2KXY	A	2LKF	A	0.179935	31.749016
2KXY	A	3J26	G	0.179975	40.422766
2KXY	A	3UGU	A	0.180043	33.015148
2KXY	A	1QFF	A	0.180056	109.995454
2KXY	A	4EN2	A	0.180147	25.019992
2KXY	A	3J26	L	0.180370	43.520110
2KXY	A	3RBH	A	0.180489	50.911688
2KXY	A	3PGR	A	0.180745	60.166436
2KXY	A	3JTY	D	0.180795	55.118055
2KXY	A	3J26	D	0.180862	41.352146
2KXY	A	1AYR	D	0.181726	37.161808
2KXY	A	1CF1	A	0.181861	37.881394
2KXY	A	3LKF	A	0.182297	30.528675
2KXY	A	1FI1	A	0.182810	112.654339
2KXY	A	1LKF	A	0.182858	30.430248
2KXY	A	1AYR	B	0.183025	37.054015
2KXY	A	2FCP	A	0.183044	111.816814
2KXY	A	3QLB	A	0.183169	115.935327
2KXY	A	3J26	E	0.183225	40.841156
2KXY	A	2W6U	B	0.183303	105.716602
2KXY	A	3JTY	A	0.183348	57.043843
2KXY	A	1PO3	B	0.183355	110.040901
2KXY	A	2F6A	D	0.183453	26.739484
2KXY	A	2JQY	A	0.183729	38.105118
2KXY	A	3HR2	B	0.183805	431.729082
2KXY	A	3JTY	C	0.183879	57.896459
2KXY	A	2W77	B	0.184105	105.042848
2KXY	A	3J26	I	0.184440	40.373258
2KXY	A	3HQV	B	0.184677	432.293882
2KXY	A	1MPR	A	0.184934	55.542776
2KXY	A	3B07	C	0.185303	37.735925
2KXY	A	2W78	B	0.185535	105.422958
2KXY	A	1CF1	C	0.185854	39.064050
2KXY	A	3JTY	B	0.185912	56.151581
2KXY	A	2O4V	B	0.185950	47.759816
2KXY	A	2D42	A	0.185987	37.934153
2KXY	A	3GD1	E	0.186012	31.780497
2KXY	A	1MPR	B	0.186147	55.740470
2KXY	A	2MPR	B	0.186288	56.771472
2KXY	A	1AYR	A	0.187095	36.742346
2KXY	A	3G4O	A	0.187353	38.974351
2KXY	A	1PO3	A	0.187378	113.591373
2KXY	A	2W76	B	0.187593	105.981130
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
2KY4	A	2KY4	A	0.000000	0.000000
2KY4	A	2L3W	A	0.074858	9.591663
2KY4	A	3NPH	B	0.078424	9.591663
2KY4	A	3OSJ	B	0.080186	10.344080
2KY4	A	3OSJ	A	0.081246	10.344080
2KY4	A	3OSJ	D	0.081279	10.392305
2KY4	A	2L06	A	0.082373	11.135529
2KY4	A	1MUN	A	0.111525	22.068076
2KY4	A	1MUD	A	0.112181	22.045408
2KY4	A	1MUY	A	0.113316	22.181073
2KY4	A	1KG7	A	0.114073	21.931712
2KY4	A	1DK5	A	0.114664	45.044423
2KY4	A	3CHJ	A	0.115246	47.328638
2KY4	A	3PRU	D	0.115491	11.747340
2KY4	A	1KQJ	A	0.115785	22.627417
2KY4	A	2II2	A	0.116023	39.623226
2KY4	A	1KG4	A	0.116075	22.022716
2KY4	A	3PRU	C	0.116089	11.661904
2KY4	A	1KG2	A	0.116221	22.113344
2KY4	A	1KG6	A	0.117458	20.976177
2KY4	A	3CHK	A	0.117784	48.187135
2KY4	A	1WEF	A	0.118593	20.688161
2KY4	A	3N5N	Y	0.118704	33.090784
2KY4	A	1WEG	A	0.119232	20.248457
2KY4	A	3N5N	X	0.119980	34.467376
2KY4	A	1KG5	A	0.120164	21.587033
2KY4	A	2NVO	A	0.120807	54.138711
2KY4	A	1KG3	A	0.121039	19.390719
2KY4	A	1DK5	B	0.121118	48.197510
2KY4	A	2IIC	A	0.121124	43.600459
2KY4	A	1ORP	A	0.121608	20.784610
2KY4	A	2IIC	B	0.121707	43.439613
2KY4	A	3OSJ	C	0.122614	11.832160
2KY4	A	2ABK	A	0.122711	18.761663
2KY4	A	2IIC	D	0.123243	43.646306
2KY4	A	1ORN	A	0.123499	20.371549
2KY4	A	2QEE	B	0.123699	50.911688
2KY4	A	3CHL	A	0.124216	43.749286
2KY4	A	2IIC	C	0.124266	43.531598
2KY4	A	1N00	A	0.124342	48.733972
2KY4	A	3PNY	B	0.124898	45.475268
2KY4	A	3PRU	A	0.124985	12.041595
2KY4	A	2VLF	B	0.125053	45.044423
2KY4	A	2QEE	L	0.125509	49.719212
2KY4	A	3BRX	A	0.125796	49.030603
2KY4	A	1YCN	A	0.126057	48.114447
2KY4	A	2HNH	A	0.126607	114.856432
2KY4	A	1P59	A	0.126829	19.672316
2KY4	A	4DOB	A	0.127022	32.109189
2KY4	A	3JPN	A	0.127050	29.034462
2KY4	A	1YVP	B	0.127292	68.854920
2KY4	A	3P3Q	B	0.127538	37.040518
2KY4	A	2IBP	A	0.127693	55.127126
2KY4	A	1AOW	A	0.127750	48.166378
2KY4	A	1VBH	A	0.127792	123.130013
2KY4	A	2YCT	B	0.127807	48.352870
2KY4	A	3NB7	A	0.128026	16.970563
2KY4	A	3NB6	A	0.128066	19.697716
2KY4	A	3JPP	A	0.128273	32.140317
2KY4	A	3JPR	A	0.128476	32.202484
2KY4	A	3RJI	A	0.128512	32.249031
2KY4	A	3PRU	B	0.128557	12.206556
2KY4	A	2IBP	B	0.128736	51.303021
2KY4	A	2YGW	B	0.128788	50.358713
2KY4	A	1J5S	C	0.129158	58.898217
2KY4	A	2VLF	A	0.129159	41.412558
2KY4	A	3LJV	B	0.129222	35.580894
2KY4	A	1YVP	A	0.129306	66.783231
2KY4	A	4DOC	A	0.129312	29.154759
2KY4	A	3VMQ	A	0.129373	31.811947
2KY4	A	1YCN	B	0.129530	47.370877
2KY4	A	3HWK	B	0.129750	53.823787
2KY4	A	4EVH	A	0.129801	48.754487
2KY4	A	2B3F	B	0.129812	39.433488
2KY4	A	2Q08	E	0.129914	51.029403
2KY4	A	2Q08	B	0.129914	51.029403
2KY4	A	2Q08	I	0.129914	51.029403
2KY4	A	3LET	A	0.129926	52.981129
2KY4	A	2VLH	B	0.129946	45.210618
2KY4	A	2B3F	A	0.129952	41.048752
2KY4	A	3TFS	A	0.130058	32.264532
2KY4	A	3HK9	B	0.130064	49.416596
2KY4	A	3HF6	A	0.130318	28.231188
2KY4	A	2Q08	C	0.130425	51.903757
2KY4	A	2Q08	D	0.130425	51.903757
2KY4	A	2Q08	G	0.130425	51.903757
2KY4	A	2Q08	J	0.130425	51.903757
2KY4	A	2Q08	K	0.130425	51.903757
2KY4	A	2EZ2	B	0.130533	48.383882
2KY4	A	1VBG	A	0.130549	135.561794
2KY4	A	1HAK	B	0.130720	47.275787
2KY4	A	1C7G	D	0.130741	46.872167
2KY4	A	1J5S	B	0.130751	58.864251
2KY4	A	3DP7	A	0.130824	31.559468
2KY4	A	4EVF	A	0.130844	47.063787
2KY4	A	3JPQ	A	0.130849	32.295511
2KY4	A	3HK7	B	0.130880	49.598387
2KY4	A	3RJJ	A	0.130917	31.352831
2KY4	A	2Q08	L	0.130929	51.961524
2KY4	A	1MCX	A	0.131021	48.031240
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
2KY9	A	2KY9	A	0.000000	0.000000
2KY9	A	4FIB	A	0.369013	13.820275
2KY9	A	4FIB	B	0.372958	13.638182
2KY9	A	4FIB	C	0.391525	14.352700
2KY9	A	1W4S	A	0.401446	14.560220
2KY9	A	3VMV	A	0.440653	26.944387
2KY9	A	3PIO	R	0.452883	14.212670
2KY9	A	3VMW	A	0.459486	27.313001
2KY9	A	3IIQ	A	0.459684	19.157244
2KY9	A	1O8M	A	0.465994	28.879058
2KY9	A	2QX3	A	0.467661	28.301943
2KY9	A	2D3O	S	0.468387	14.352700
2KY9	A	3TH0	A	0.469728	43.692105
2KY9	A	2PEC	A	0.471339	28.879058
2KY9	A	1AIR	A	0.471370	28.982753
2KY9	A	3IFJ	A	0.474327	16.124515
2KY9	A	1O8L	A	0.475305	28.670542
2KY9	A	2BH8	B	0.476280	14.212670
2KY9	A	2QP1	D	0.477463	18.193405
2KY9	A	1O8E	A	0.478357	28.390139
2KY9	A	2VJJ	A	0.478357	47.989582
2KY9	A	1O8K	A	0.478519	28.913665
2KY9	A	3IGD	A	0.479870	16.309506
2KY9	A	1O8I	A	0.479882	29.120440
2KY9	A	1O8J	A	0.480768	29.291637
2KY9	A	1PLU	A	0.483030	28.948230
2KY9	A	2X85	A	0.484331	47.571000
2KY9	A	2QZ3	B	0.484558	18.814888
2KY9	A	2QXZ	A	0.484649	28.142495
2KY9	A	1JRG	B	0.484873	27.748874
2KY9	A	1O8G	A	0.485278	29.120440
2KY9	A	2IN9	A	0.486168	16.278821
2KY9	A	2VFQ	A	0.486245	43.162484
2KY9	A	2X9S	E	0.486302	18.814888
2KY9	A	2XC1	A	0.486521	50.338852
2KY9	A	1O8D	A	0.486632	29.120440
2KY9	A	2XC1	B	0.486998	50.398413
2KY9	A	2QOZ	D	0.487030	18.303005
2KY9	A	2QXZ	B	0.487070	27.910571
2KY9	A	1O88	A	0.487107	28.844410
2KY9	A	2QY1	A	0.487772	28.583212
2KY9	A	1O8H	A	0.488465	28.948230
2KY9	A	2WDI	E	0.488548	18.601075
2KY9	A	1PXZ	B	0.488900	29.086079
2KY9	A	1LYW	G	0.489110	14.317821
2KY9	A	1JTA	A	0.489132	28.478062
2KY9	A	2X9U	E	0.489220	18.867962
2KY9	A	2EWE	A	0.489378	28.913665
2KY9	A	1PXZ	A	0.489729	29.359837
2KY9	A	3IZT	L	0.489810	15.264338
2KY9	A	2QY1	B	0.490394	28.053520
2KY9	A	2X6X	A	0.491569	47.749346
2KY9	A	2X6Y	A	0.492254	47.486840
2KY9	A	1O8F	A	0.493258	29.529646
2KY9	A	2QX3	B	0.493717	28.301943
2KY9	A	3QSQ	A	0.494311	22.449944
2KY9	A	1AXK	A	0.494649	36.180105
2KY9	A	1HJD	A	0.496182	14.662878
2KY9	A	3ZSC	A	0.496343	26.115130
2KY9	A	2VFO	A	0.497064	44.136153
2KY9	A	2QOV	D	0.497402	19.000000
2KY9	A	2QOX	D	0.497402	19.000000
2KY9	A	1B12	A	0.497513	21.794495
2KY9	A	3IFJ	B	0.497683	16.733201
2KY9	A	1K0X	A	0.497766	14.832397
2KY9	A	2WDJ	E	0.498051	18.867962
2KY9	A	2L8L	A	0.498368	16.822604
2KY9	A	2XC1	C	0.498388	50.209561
2KY9	A	2VFN	A	0.498585	44.192760
2KY9	A	2XG0	E	0.498641	18.654758
2KY9	A	2XG2	E	0.498641	18.654758
2KY9	A	2VJI	A	0.498743	47.339202
2KY9	A	3E1Y	F	0.498800	20.420578
2KY9	A	2X6W	A	0.499007	47.370877
2KY9	A	1JRG	A	0.499380	27.676705
2KY9	A	3FIN	E	0.500380	18.973666
2KY9	A	2J01	E	0.500380	18.973666
2KY9	A	2J03	E	0.500380	18.973666
2KY9	A	3E1Y	E	0.500699	20.518285
2KY9	A	2IN8	A	0.500771	16.583124
2KY9	A	3OG0	D	0.500973	18.520259
2KY9	A	1PE9	A	0.501587	28.687977
2KY9	A	4HAE	A	0.502013	14.212670
2KY9	A	1X6B	A	0.502278	14.247807
2KY9	A	1KN9	D	0.502338	19.646883
2KY9	A	1XBP	S	0.502340	15.132746
2KY9	A	3ORJ	A	0.502696	31.480152
2KY9	A	1AXK	B	0.502793	36.055513
2KY9	A	2I2T	D	0.503376	18.947295
2KY9	A	2W08	B	0.503433	18.083141
2KY9	A	2Z4L	D	0.503439	18.788294
2KY9	A	2WRJ	E	0.503956	18.973666
2KY9	A	2WRL	E	0.503956	18.973666
2KY9	A	1TSP	A	0.504074	43.886217
2KY9	A	1ZUK	B	0.504205	14.282857
2KY9	A	3I20	D	0.504535	19.000000
2KY9	A	2QBG	D	0.504535	19.000000
2KY9	A	2BH8	A	0.504579	14.798649
2KY9	A	1CZF	B	0.505167	34.249088
2KY9	A	1LYW	A	0.505205	14.594520
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
2KYT	A	2KYT	A	0.000000	0.000000
2KYT	A	4FA0	A	0.286450	9.949874
2KYT	A	2VPM	B	0.294310	53.263496
2KYT	A	2QA1	A	0.299981	51.429563
2KYT	A	2VPS	A	0.300696	53.497664
2KYT	A	2VPM	A	0.301180	52.810984
2KYT	A	4B75	B	0.301962	52.258971
2KYT	A	3NRN	A	0.304599	31.843367
2KYT	A	3EHU	B	0.304713	40.447497
2KYT	A	3LZX	A	0.304944	27.092434
2KYT	A	2VOB	B	0.306316	54.184869
2KYT	A	3MP8	A	0.307825	43.863424
2KYT	A	2DIJ	A	0.308012	55.000000
2KYT	A	3KD9	C	0.308440	37.828561
2KYT	A	1KCL	A	0.309532	53.563047
2KYT	A	1UC2	A	0.310173	52.564246
2KYT	A	3N6R	F	0.311548	53.131911
2KYT	A	1CU1	A	0.312035	54.037024
2KYT	A	1CGX	A	0.312403	55.145263
2KYT	A	3N6R	L	0.312457	53.225934
2KYT	A	4B76	B	0.312573	53.879495
2KYT	A	3UKP	G	0.312729	45.365185
2KYT	A	4B74	B	0.312827	52.943366
2KYT	A	1EO7	A	0.312958	54.561891
2KYT	A	4DWQ	B	0.313032	48.692915
2KYT	A	1TCM	A	0.313248	54.378304
2KYT	A	2WV9	A	0.313418	49.477268
2KYT	A	2ZBW	B	0.313594	24.617067
2KYT	A	1OT1	A	0.313596	53.450912
2KYT	A	1QHP	A	0.313792	56.258333
2KYT	A	2DPS	B	0.313841	21.863211
2KYT	A	4B6F	A	0.314139	52.971691
2KYT	A	1D3C	A	0.314445	53.860932
2KYT	A	2B7B	A	0.314450	34.741906
2KYT	A	1CXL	A	0.314520	54.083269
2KYT	A	1DTU	A	0.314538	54.836119
2KYT	A	1G7C	A	0.314545	35.482390
2KYT	A	3DXJ	D	0.314600	159.502351
2KYT	A	1OT2	A	0.314896	53.693575
2KYT	A	1KCK	A	0.315053	54.890801
2KYT	A	3N6R	H	0.315068	53.282267
2KYT	A	1IJF	A	0.315371	35.651087
2KYT	A	1CU1	B	0.315533	50.970580
2KYT	A	2PYL	A	0.315713	63.039670
2KYT	A	4B6E	B	0.315869	53.150729
2KYT	A	3EHU	A	0.316028	40.348482
2KYT	A	3UKP	H	0.316203	45.365185
2KYT	A	3TUJ	C	0.316341	32.062439
2KYT	A	1QHO	A	0.316443	56.222771
2KYT	A	3CSG	A	0.316483	45.177428
2KYT	A	4EMJ	A	0.316524	32.388269
2KYT	A	1CGW	A	0.316532	53.972215
2KYT	A	5CGT	A	0.316629	55.596762
2KYT	A	3IE1	B	0.316629	39.974992
2KYT	A	1UC2	B	0.316698	50.980388
2KYT	A	3N6R	J	0.316709	53.990740
2KYT	A	3O8B	A	0.316815	53.141321
2KYT	A	1CXK	A	0.316825	54.433446
2KYT	A	3KD9	A	0.316869	38.405729
2KYT	A	3OCB	A	0.316875	27.349589
2KYT	A	2CXG	A	0.317121	54.249424
2KYT	A	2IJD	2	0.317195	54.580216
2KYT	A	3N6R	D	0.317268	53.188345
2KYT	A	3D4G	A	0.317268	45.891176
2KYT	A	3EHT	A	0.317342	44.508426
2KYT	A	3LZW	A	0.317359	26.870058
2KYT	A	7CGT	A	0.317443	55.145263
2KYT	A	3D4C	A	0.317574	45.705580
2KYT	A	4B6E	A	0.317928	52.933921
2KYT	A	3MP1	A	0.318069	44.788391
2KYT	A	1PJ6	A	0.318072	72.104091
2KYT	A	3CGT	A	0.318090	54.890801
2KYT	A	2CDU	B	0.318298	41.073106
2KYT	A	1F60	A	0.318361	35.566838
2KYT	A	3E9I	D	0.318405	57.732140
2KYT	A	3H4Z	C	0.318512	70.206837
2KYT	A	2BZR	C	0.318526	56.124861
2KYT	A	3TQQ	A	0.318597	25.119713
2KYT	A	3D4G	H	0.318633	45.803930
2KYT	A	3EF6	A	0.318759	33.808283
2KYT	A	1CXE	A	0.318773	54.963624
2KYT	A	1JNY	A	0.318781	34.756294
2KYT	A	3N6R	B	0.318798	53.131911
2KYT	A	2IX1	A	0.318801	79.598995
2KYT	A	3GSI	A	0.318929	72.869747
2KYT	A	3E9H	D	0.318966	55.308227
2KYT	A	4B74	A	0.318982	52.611786
2KYT	A	1CGV	A	0.319036	54.451814
2KYT	A	4B71	B	0.319060	52.943366
2KYT	A	2I7V	A	0.319156	39.974992
2KYT	A	1EO5	A	0.319210	54.470175
2KYT	A	3D4G	F	0.319237	45.967380
2KYT	A	3IBB	A	0.319246	59.665736
2KYT	A	3D4G	B	0.319587	46.000000
2KYT	A	2IX0	A	0.319621	80.479811
2KYT	A	4B73	B	0.319626	52.678269
2KYT	A	1F8W	A	0.319678	39.912404
2KYT	A	1CXH	A	0.319761	54.744863
2KYT	A	3AB1	B	0.319825	30.643107
2KYT	A	3EGW	A	0.319854	99.191734
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
2KYW	A	2KYW	A	0.000000	0.000000
2KYW	A	1N8O	E	0.268357	13.152946
2KYW	A	3PRX	D	0.269692	134.476764
2KYW	A	2P17	A	0.269721	21.587033
2KYW	A	3PVM	D	0.271701	137.127678
2KYW	A	3PVM	B	0.272146	137.222447
2KYW	A	3TA4	E	0.272615	24.657656
2KYW	A	2A73	A	0.273197	67.512962
2KYW	A	3PRX	B	0.273210	134.096980
2KYW	A	4E2Q	N	0.274488	23.086793
2KYW	A	1P5U	A	0.278656	20.000000
2KYW	A	3L5N	A	0.278731	66.264621
2KYW	A	2B9U	E	0.278992	14.730920
2KYW	A	2HR0	A	0.280564	68.498175
2KYW	A	4E2Q	L	0.280620	23.216374
2KYW	A	3TBB	A	0.280620	24.166092
2KYW	A	2Y6T	E	0.281754	13.490738
2KYW	A	1G4R	A	0.281954	39.597980
2KYW	A	2WE1	A	0.282300	21.424285
2KYW	A	3T4A	A	0.282406	68.044103
2KYW	A	4E2Q	M	0.282582	22.693611
2KYW	A	2A74	D	0.283232	68.818602
2KYW	A	4E2S	N	0.283294	23.259407
2KYW	A	2XWJ	C	0.283560	71.000000
2KYW	A	3TA4	F	0.283692	25.514702
2KYW	A	3TBC	A	0.284347	24.166092
2KYW	A	2XWJ	E	0.284359	70.985914
2KYW	A	2Y6T	F	0.284640	13.601471
2KYW	A	2WII	A	0.284681	68.767725
2KYW	A	3TAS	B	0.285057	25.059928
2KYW	A	2XWB	C	0.285486	70.221079
2KYW	A	2XWJ	G	0.285948	71.182863
2KYW	A	3GC3	A	0.286844	37.762415
2KYW	A	3JWN	C	0.286859	18.574176
2KYW	A	2XWB	A	0.286865	70.164093
2KYW	A	4E2S	L	0.286910	22.825424
2KYW	A	4E2Q	G	0.287028	23.043437
2KYW	A	1P0S	E	0.287028	13.341664
2KYW	A	2XWJ	A	0.287220	70.774289
2KYW	A	3T4A	D	0.287457	67.970582
2KYW	A	4E2S	F	0.287707	22.869193
2KYW	A	2A74	A	0.288015	69.057947
2KYW	A	4E2S	A	0.288945	23.043437
2KYW	A	2A7B	A	0.289667	12.922848
2KYW	A	1EZU	B	0.289989	13.453624
2KYW	A	2B9U	I	0.290036	15.000000
2KYW	A	4E2S	G	0.290765	22.825424
2KYW	A	3G6J	C	0.290967	68.051451
2KYW	A	1XXF	D	0.291257	13.152946
2KYW	A	4E2Q	I	0.291288	23.173260
2KYW	A	4E2Q	F	0.291288	23.173260
2KYW	A	3ULS	B	0.292194	21.213203
2KYW	A	2ICE	D	0.292397	67.653529
2KYW	A	2Y2Y	A	0.292429	10.770330
2KYW	A	4E2Q	C	0.292453	23.558438
2KYW	A	2QKI	A	0.292456	69.828361
2KYW	A	2I07	A	0.292766	67.697858
2KYW	A	4E2Q	P	0.292809	23.685439
2KYW	A	4E2Q	A	0.292843	23.473389
2KYW	A	3G6J	A	0.292979	69.892775
2KYW	A	4B9G	A	0.293056	13.747727
2KYW	A	3L5I	A	0.293198	33.674916
2KYW	A	2ICE	A	0.293387	69.028979
2KYW	A	4FXG	D	0.293410	72.346389
2KYW	A	2B9U	H	0.293430	15.329710
2KYW	A	2WIN	G	0.293786	70.221079
2KYW	A	2WIN	A	0.294253	69.935685
2KYW	A	2WIN	E	0.294369	69.949982
2KYW	A	4E2S	H	0.294376	23.345235
2KYW	A	3K2M	C	0.294629	11.045361
